"displacement:0","displacement:1","displacement:2","nodal_GL_strains_xyz:0","nodal_GL_strains_xyz:1","nodal_GL_strains_xyz:2","nodal_GL_strains_xyz:3","nodal_GL_strains_xyz:4","nodal_GL_strains_xyz:5","nodal_cauchy_coupling_stresses_xyz:0","nodal_cauchy_coupling_stresses_xyz:1","nodal_cauchy_coupling_stresses_xyz:2","nodal_cauchy_coupling_stresses_xyz:3","nodal_cauchy_coupling_stresses_xyz:4","nodal_cauchy_coupling_stresses_xyz:5","nodal_cauchy_stresses_xyz:0","nodal_cauchy_stresses_xyz:1","nodal_cauchy_stresses_xyz:2","nodal_cauchy_stresses_xyz:3","nodal_cauchy_stresses_xyz:4","nodal_cauchy_stresses_xyz:5","Points:0","Points:1","Points:2",1.0e-8
-0.0018148,-1.4248e-16,-1.4706e-16,-0.00022757,-1.0984e-16,3.9774e-17,8.8131e-18,-1.4056e-16,-1.0443e-16,-1.3678,-1.3678,-1.3678,3.2608e-32,1.6627e-32,-2.2722e-33,-612.93,-262.74,-262.74,1.3548e-11,-2.1629e-10,-1.6075e-10,3,1,-1,1.0e-8
-0.0018148,3.4329e-16,1.4547e-16,-0.00022757,-1.8313e-16,-5.6192e-17,-4.1918e-17,-3.8456e-18,-3.7408e-17,-1.3678,-1.3678,-1.3678,-3.2156e-32,-9.8221e-32,3.4948e-32,-612.93,-262.74,-262.74,-6.4471e-11,-5.9177e-12,-5.7612e-11,3,1,-3,1.0e-8
-0.0018148,0,0,-0.00022757,1.8277e-16,-2.9117e-17,1.0539e-17,1.5571e-16,-1.1283e-16,-1.3678,-1.3678,-1.3678,-8.4952e-32,-7.4597e-32,-9.9719e-32,-612.93,-262.74,-262.74,1.6275e-11,2.3961e-10,-1.7369e-10,3,1,-5,1.0e-8
-0.0018148,4.8672e-16,-6.2242e-17,-0.00022757,3.6554e-17,1.1703e-17,-2.2055e-17,2.4111e-17,-1.0413e-16,-1.3678,-1.3678,-1.3678,1.6056e-31,7.2096e-33,2.6003e-32,-612.93,-262.74,-262.74,-3.3933e-11,3.7102e-11,-1.6022e-10,3,3,-1,1.0e-8
-0.0018148,1.212e-16,-3.425e-16,-0.00022757,-9.9684e-17,-8.6985e-17,6.989e-17,-1.1951e-17,1.5096e-16,-1.3678,-1.3678,-1.3678,-5.2654e-32,-2.6126e-32,1.1889e-31,-612.93,-262.74,-262.74,1.0759e-10,-1.839e-11,2.3229e-10,3,3,-3,1.0e-8
-0.0018148,0,0,-0.00022757,-2.4781e-16,-1.7533e-16,-1.5196e-16,-2.6604e-17,-1.9921e-16,-1.3678,-1.3678,-1.3678,4.0047e-32,-1.0132e-32,-5.3116e-32,-612.93,-262.74,-262.74,-2.3385e-10,-4.0939e-11,-3.0646e-10,3,3,-5,1.0e-8
-0.0018148,0,0,-0.00022757,2.7892e-16,-3.7185e-18,3.5424e-17,1.013e-17,-3.1709e-17,-1.3678,-1.3678,-1.3678,1.7712e-31,-9.9087e-32,-2.9328e-32,-612.93,-262.74,-262.74,5.4577e-11,1.5588e-11,-4.8722e-11,3,5,-1,1.0e-8
-0.0018148,0,0,-0.00022757,-5.8233e-17,-1.425e-16,-1.2389e-16,-1.3903e-18,2.5879e-16,-1.3678,-1.3678,-1.3678,2.805e-32,6.2863e-32,-1.9366e-32,-612.93,-262.74,-262.74,-1.9056e-10,-2.1394e-12,3.9812e-10,3,5,-3,1.0e-8
-0.0018148,0,0,-0.00022757,-3.4867e-16,-1.5365e-16,5.0745e-16,-3.0706e-17,-7.4769e-17,-1.3678,-1.3678,-1.3678,-6.2217e-32,8.5343e-32,5.0732e-32,-612.93,-262.74,-262.74,7.8097e-10,-4.725e-11,-1.1509e-10,3,5,-5,1.0e-8
-0.0022708,0,0,-0.000228,-1.4549e-16,2.166e-16,-7.745e-17,-8.8177e-17,-1.4004e-16,-1.788,-1.788,-1.788,-1.3059e-31,-1.0663e-32,-7.8062e-32,-614.08,-263.24,-263.24,-1.1946e-10,-1.3569e-10,-2.1554e-10,5,-5,-1,1.0e-8
-0.0022708,1.7109e-16,-3.8517e-16,-0.000228,-1.4459e-16,-4.1162e-16,-3.1046e-16,2.4326e-16,-1.4321e-16,-1.788,-1.788,-1.788,7.4698e-32,3.1891e-32,-3.6863e-33,-614.08,-263.24,-263.24,-4.7778e-10,3.7433e-10,-2.2039e-10,5,-3,-1,1.0e-8
-0.0022708,0,0,-0.000228,-6.3094e-16,9.3426e-17,4.3241e-16,4.289e-17,2.4644e-16,-1.788,-1.788,-1.788,7.3948e-32,3.7255e-32,-1.0452e-31,-614.08,-263.24,-263.24,6.6543e-10,6.6e-11,3.7936e-10,5,-5,-3,1.0e-8
-0.0022708,-5.1454e-16,4.1641e-16,-0.000228,-6.4407e-18,-4.157e-16,-2.2153e-17,-1.9839e-17,2.1612e-16,-1.788,-1.788,-1.788,-4.7176e-31,-3.4368e-32,-5.7666e-32,-614.08,-263.24,-263.24,-3.4075e-11,-3.0528e-11,3.3263e-10,5,-3,-3,1.0e-8
-0.0022708,0,0,-0.000228,-1.9376e-16,-2.2749e-16,-9.3521e-17,1.3801e-16,4.1835e-16,-1.788,-1.788,-1.788,-1.0721e-31,-1.8095e-31,1.5063e-32,-614.08,-263.24,-263.24,-1.4372e-10,2.1237e-10,6.4397e-10,5,-5,-5,1.0e-8
-0.0022708,0,0,-0.000228,-4.5352e-17,-2.1582e-17,3.1809e-16,-2.1512e-16,9.8418e-16,-1.788,-1.788,-1.788,1.1087e-31,5.2587e-32,-8.4725e-32,-614.08,-263.24,-263.24,4.8955e-10,-3.3103e-10,1.5145e-09,5,-3,-5,1.0e-8
-0.0022708,7.3568e-17,3.1063e-16,-0.000228,-2.1696e-16,-2.5661e-16,-3.0833e-16,5.1438e-17,2.5031e-17,-1.788,-1.788,-1.788,-2.2028e-31,1.5143e-32,5.3544e-32,-614.08,-263.24,-263.24,-4.7441e-10,7.9154e-11,3.8547e-11,5,-1,-1,1.0e-8
-0.0022708,-4.4376e-16,7.2618e-16,-0.000228,1.4422e-16,-3.0113e-17,-1.9936e-16,-1.0608e-17,4.0814e-16,-1.788,-1.788,-1.788,3.8663e-32,1.1722e-32,-2.0792e-32,-614.08,-263.24,-263.24,-3.0668e-10,-1.6323e-11,6.2783e-10,5,-1,-3,1.0e-8
-0.0022708,0,0,-0.000228,-5.3824e-16,5.2337e-16,-4.2805e-17,-2.1123e-16,-2.3451e-16,-1.788,-1.788,-1.788,6.5936e-32,8.2612e-32,6.1016e-32,-614.08,-263.24,-263.24,-6.5903e-11,-3.2504e-10,-3.6081e-10,5,-1,-5,1.0e-8
-0.0022708,-1.0974e-16,-1.8295e-16,-0.000228,-1.3134e-16,-8.6985e-17,1.3366e-16,-2.7155e-17,-7.3553e-17,-1.788,-1.788,-1.788,-9.86e-32,-1.1069e-31,9.965e-33,-614.08,-263.24,-263.24,2.0574e-10,-4.1786e-11,-1.1324e-10,5,1,-1,1.0e-8
-0.0022708,-3.5546e-16,-2.0776e-16,-0.000228,3.8287e-16,-2.752e-16,-3.3106e-16,-3.1545e-16,2.7242e-16,-1.788,-1.788,-1.788,-4.2937e-32,4.6657e-32,-5.4347e-32,-614.08,-263.24,-263.24,-5.094e-10,-4.8542e-10,4.1918e-10,5,1,-3,1.0e-8
-0.0022708,0,0,-0.000228,1.0159e-16,-5.2789e-17,-2.6785e-16,-3.1897e-17,2.0902e-16,-1.788,-1.788,-1.788,9.3069e-32,3.8912e-33,5.7083e-32,-614.08,-263.24,-263.24,-4.1222e-10,-4.9084e-11,3.2212e-10,5,1,-5,1.0e-8
-0.0022708,4.727e-17,-2.3325e-16,-0.000228,-3.7915e-17,-1.1511e-16,1.9675e-16,-1.2234e-16,-1.5206e-16,-1.788,-1.788,-1.788,-6.9894e-32,-1.3957e-32,-4.2723e-32,-614.08,-263.24,-263.24,3.0288e-10,-1.8825e-10,-2.3397e-10,5,3,-1,1.0e-8
-0.0022708,3.4428e-16,-3.1272e-17,-0.000228,1.4114e-16,5.7237e-17,-4.4682e-17,-7.6579e-17,2.2924e-16,-1.788,-1.788,-1.788,8.1322e-32,5.1738e-32,1.8983e-32,-614.08,-263.24,-263.24,-6.8873e-11,-1.1784e-10,3.5272e-10,5,3,-3,1.0e-8
-0.0022708,0,0,-0.000228,0,7.8552e-17,3.5061e-16,3.6013e-16,-5.4044e-16,-1.788,-1.788,-1.788,-8.6038e-32,4.5202e-32,-4.8453e-33,-614.08,-263.24,-263.24,5.3962e-10,5.5418e-10,-8.3167e-10,5,3,-5,1.0e-8
-0.0022708,0,0,-0.000228,-2.5797e-16,4.8074e-17,-3.4511e-17,1.5436e-16,-5.4306e-17,-1.788,-1.788,-1.788,8.7581e-32,-5.5216e-32,-1.0775e-31,-614.08,-263.24,-263.24,-5.3107e-11,2.3753e-10,-8.3572e-11,5,5,-1,1.0e-8
-0.0022708,0,0,-0.000228,-4.2251e-16,1.9973e-16,8.7894e-17,2.0855e-16,-2.1711e-17,-1.788,-1.788,-1.788,-8.9941e-33,8.6269e-32,-9.5915e-32,-614.08,-263.24,-263.24,1.3526e-10,3.2092e-10,-3.344e-11,5,5,-3,1.0e-8
-0.0022708,0,0,-0.000228,3.737e-16,1.7742e-16,-5.6523e-16,-3.4027e-18,1.0948e-17,-1.788,-1.788,-1.788,-9.8796e-34,-3.6799e-32,3.4733e-32,-614.08,-263.24,-263.24,-8.6965e-10,-5.2361e-12,1.651e-11,5,5,-5,1.0e-8
0,0,0,-0.00022689,2.3147e-16,1.9084e-16,1.7179e-17,-3.1082e-16,6.1824e-18,-1.6892,-1.6892,-1.6892,-2.694e-31,-8.0788e-33,-3.4058e-31,-611.09,-261.96,-261.96,2.6536e-11,-4.783e-10,9.4847e-12,-5,-5,5,1.0e-8
0,0,0,-0.00022689,3.2636e-16,1.5837e-16,-1.0132e-16,2.1023e-16,2.0634e-17,-1.6892,-1.6892,-1.6892,1.7947e-32,-1.2128e-31,1.3122e-31,-611.09,-261.96,-261.96,-1.5591e-10,3.2351e-10,3.1746e-11,-5,-5,3,1.0e-8
0,0,0,-0.00022689,-5.4515e-17,-2.9007e-16,-8.2261e-17,-4.0032e-17,-2.827e-17,-1.6892,-1.6892,-1.6892,-7.3076e-32,6.2741e-32,-1.074e-31,-611.09,-261.96,-261.96,-1.2654e-10,-6.1601e-11,-4.3462e-11,-5,-3,3,1.0e-8
0,0,0,-0.00022689,-4.488e-16,-4.7457e-16,-2.4081e-16,1.8247e-16,2.7615e-16,-1.6892,-1.6892,-1.6892,8.8165e-32,-6.9715e-32,1.4507e-31,-611.09,-261.96,-261.96,-3.7045e-10,2.8079e-10,4.2496e-10,-5,-3,5,1.0e-8
-0.00045383,0,0,-0.00022674,1.1374e-16,-8.2596e-16,1.6047e-16,-2.7987e-16,6.0455e-17,-1.3361,-1.3361,-1.3361,-1.3509e-31,6.7386e-32,2.0972e-32,-610.7,-261.79,-261.79,2.4693e-10,-4.3067e-10,9.3016e-11,-3,-5,5,1.0e-8
-0.00045383,0,0,-0.00022674,1.5538e-16,-1.5946e-16,5.3516e-16,3.656e-17,1.7082e-16,-1.3361,-1.3361,-1.3361,1.2286e-31,-3.8951e-32,2.0941e-32,-610.7,-261.79,-261.79,8.2353e-10,5.6259e-11,2.6288e-10,-3,-5,3,1.0e-8
-0.00045383,-1.3567e-16,-5.3658e-16,-0.00022674,-3.2903e-16,1.371e-16,-4.846e-16,2.0884e-17,1.8345e-16,-1.3361,-1.3361,-1.3361,-1.2537e-31,1.9941e-32,-1.6168e-31,-610.7,-261.79,-261.79,-7.4573e-10,3.2137e-11,2.8223e-10,-3,-3,3,1.0e-8
-0.00045383,0,0,-0.00022674,2.4545e-16,9.0704e-17,-2.6755e-17,9.7591e-17,-3.8446e-16,-1.3361,-1.3361,-1.3361,2.4583e-31,-5.1626e-32,3.0533e-32,-610.7,-261.79,-261.79,-4.1115e-11,1.5017e-10,-5.9168e-10,-3,-3,5,1.0e-8
0,0,0,-0.00022689,4.7149e-18,1.9429e-16,5.1876e-16,-6.6827e-17,8.8906e-18,-1.6892,-1.6892,-1.6892,-5.0779e-32,7.0809e-32,-5.0631e-32,-611.09,-261.96,-261.96,7.9811e-10,-1.0283e-10,1.3688e-11,-5,-5,1,1.0e-8
0,0,0,-0.00022689,6.0955e-17,-1.3333e-16,-2.8857e-16,-2.4294e-17,-2.156e-17,-1.6892,-1.6892,-1.6892,-2.1489e-32,-8.5482e-32,5.9412e-33,-611.09,-261.96,-261.96,-4.4401e-10,-3.7384e-11,-3.318e-11,-5,-3,1,1.0e-8
-0.00045383,0,0,-0.00022674,7.3472e-17,-1.7297e-16,1.5093e-17,3.8983e-17,-7.6846e-17,-1.3361,-1.3361,-1.3361,-3.3648e-32,2.6906e-32,2.4341e-33,-610.7,-261.79,-261.79,2.3229e-11,5.9988e-11,-1.1823e-10,-3,-5,1,1.0e-8
-0.00045383,-6.2676e-16,-4.5034e-17,-0.00022674,1.6653e-16,-1.6944e-16,-9.111e-17,-1.1002e-16,1.6557e-16,-1.3361,-1.3361,-1.3361,1.8188e-32,4.235e-34,5.7989e-32,-610.7,-261.79,-261.79,-1.4008e-10,-1.693e-10,2.5484e-10,-3,-3,1,1.0e-8
0,0,0,-0.00022689,-3.5783e-16,-3.6554e-17,-8.8429e-17,8.198e-17,-1.3362e-18,-1.6892,-1.6892,-1.6892,-7.4366e-32,-7.2692e-33,2.6856e-31,-611.09,-261.96,-261.96,-1.3619e-10,1.2615e-10,-2.0433e-12,-5,-1,3,1.0e-8
0,0,0,-0.00022689,-1.6381e-16,5.1992e-16,3.4808e-17,1.528e-16,-1.5039e-16,-1.6892,-1.6892,-1.6892,6.4657e-31,1.5765e-31,-2.3208e-31,-611.09,-261.96,-261.96,5.3606e-11,2.3513e-10,-2.315e-10,-5,-1,5,1.0e-8
-0.00045383,4.036e-16,1.4966e-16,-0.00022674,-7.8685e-17,-7.0932e-17,-1.0524e-16,1.0512e-17,-1.4128e-16,-1.3361,-1.3361,-1.3361,2.7944e-32,3.1981e-32,-1.2037e-31,-610.7,-261.79,-261.79,-1.6201e-10,1.6175e-11,-2.1739e-10,-3,-1,3,1.0e-8
-0.00045383,0,0,-0.00022674,4.1269e-17,2.1261e-16,-2.028e-16,-2.1589e-16,3.3155e-16,-1.3361,-1.3361,-1.3361,-1.3271e-31,-4.7477e-32,2.1338e-31,-610.7,-261.79,-261.79,-3.121e-10,-3.3221e-10,5.1026e-10,-3,-1,5,1.0e-8
0,0,0,-0.00022689,-2.8908e-16,7.075e-17,3.5493e-17,-4.9391e-18,-1.6625e-16,-1.6892,-1.6892,-1.6892,-1.3849e-31,-8.2716e-33,-1.8372e-31,-611.09,-261.96,-261.96,5.4622e-11,-7.6003e-12,-2.5576e-10,-5,-1,1,1.0e-8
-0.00045383,8.132e-17,-9.3704e-16,-0.00022674,2.9502e-16,8.7532e-17,-2.8456e-17,5.8195e-17,-1.2025e-16,-1.3361,-1.3361,-1.3361,-4.7304e-32,-1.0663e-32,-5.7355e-33,-610.7,-261.79,-261.79,-4.3807e-11,8.955e-11,-1.8507e-10,-3,-1,1,1.0e-8
0,0,0,-0.00022689,-1.2019e-16,3.3987e-16,-4.9289e-17,1.0394e-17,-1.0456e-16,-1.6892,-1.6892,-1.6892,-1.4328e-31,-1.1443e-31,-1.5828e-31,-611.09,-261.96,-261.96,-7.5763e-11,1.5994e-11,-1.6084e-10,-5,1,3,1.0e-8
0,0,0,-0.00022689,2.4037e-16,-3.1547e-16,1.7878e-16,-2.2894e-17,7.7775e-18,-1.6892,-1.6892,-1.6892,4.9839e-32,-6.2635e-32,-1.3484e-32,-611.09,-261.96,-261.96,2.7511e-10,-3.5229e-11,1.191e-11,-5,1,5,1.0e-8
-0.00045383,-3.4404e-16,7.6751e-17,-0.00022674,-8.2586e-17,-5.4017e-17,1.3498e-16,-2.4336e-16,-4.1976e-17,-1.3361,-1.3361,-1.3361,5.1727e-32,-6.9998e-32,8.6079e-32,-610.7,-261.79,-261.79,2.0776e-10,-3.7448e-10,-6.4558e-11,-3,1,3,1.0e-8
-0.00045383,0,0,-0.00022674,-1.9193e-16,-9.7145e-17,3.0885e-17,1.1407e-16,-3.0985e-16,-1.3361,-1.3361,-1.3361,-3.4985e-32,-2.2309e-32,-1.5839e-31,-610.7,-261.79,-261.79,4.7509e-11,1.7553e-10,-4.769e-10,-3,1,5,1.0e-8
0,0,0,-0.00022689,-1.1202e-16,-1.1474e-16,2.5518e-16,4.0065e-17,8.2602e-18,-1.6892,-1.6892,-1.6892,-8.6387e-33,1.3751e-31,2.431e-31,-611.09,-261.96,-261.96,3.9261e-10,6.1652e-11,1.2719e-11,-5,1,1,1.0e-8
-0.00045383,6.3438e-16,6.5559e-17,-0.00022674,1.3388e-16,1.7334e-16,2.3096e-17,9.4639e-17,2.5262e-16,-1.3361,-1.3361,-1.3361,1.928e-31,4.5657e-32,-5.2556e-32,-610.7,-261.79,-261.79,3.5482e-11,1.4563e-10,3.8878e-10,-3,1,1,1.0e-8
0,0,0,-0.00022689,2.5797e-16,-7.2111e-17,-3.7318e-17,-6.4201e-17,1.1591e-17,-1.6892,-1.6892,-1.6892,3.156e-32,-1.0311e-32,5.6553e-32,-611.09,-261.96,-261.96,-5.7416e-11,-9.8794e-11,1.7858e-11,-5,3,3,1.0e-8
0,0,0,-0.00022689,-2.9117e-16,2.83e-16,9.6089e-17,-3.4354e-17,-7.9352e-17,-1.6892,-1.6892,-1.6892,1.8594e-33,-3.7097e-33,-1.4862e-31,-611.09,-261.96,-261.96,1.4778e-10,-5.2865e-11,-1.221e-10,-5,3,5,1.0e-8
-0.00045383,9.7111e-17,-6.1379e-16,-0.00022674,-2.3356e-17,-3.1633e-16,-9.5698e-17,-5.6223e-17,-1.4843e-16,-1.3361,-1.3361,-1.3361,-9.6581e-33,5.4752e-32,-1.243e-31,-610.7,-261.79,-261.79,-1.4733e-10,-8.6516e-11,-2.2837e-10,-3,3,3,1.0e-8
-0.00045383,0,0,-0.00022674,3.32e-17,-1.571e-16,3.5871e-17,-2.2008e-16,2.3921e-16,-1.3361,-1.3361,-1.3361,6.8271e-32,3.6184e-32,1.0521e-31,-610.7,-261.79,-261.79,5.5276e-11,-3.3866e-10,3.6803e-10,-3,3,5,1.0e-8
0,0,0,-0.00022689,1.9589e-17,7.6826e-17,5.0476e-17,-2.8191e-17,-1.2344e-17,-1.6892,-1.6892,-1.6892,9.6978e-32,-3.2748e-33,-1.7266e-31,-611.09,-261.96,-261.96,7.7593e-11,-4.3381e-11,-1.8969e-11,-5,3,1,1.0e-8
-0.00045383,9.0222e-16,5.0127e-17,-0.00022674,-1.4504e-16,-1.0544e-16,-7.8758e-17,5.3895e-17,1.1143e-16,-1.3361,-1.3361,-1.3361,-1.3776e-31,-1.2064e-31,2.1498e-32,-610.7,-261.79,-261.79,-1.2113e-10,8.2934e-11,1.7153e-10,-3,3,1,1.0e-8
0,0,0,-0.00022689,-5.6872e-16,-1.5166e-16,-1.1965e-16,-2.6249e-17,-1.5557e-16,-1.6892,-1.6892,-1.6892,-5.9133e-32,-1.0769e-31,-7.2975e-32,-611.09,-261.96,-261.96,-1.8411e-10,-4.0392e-11,-2.3934e-10,-5,5,3,1.0e-8
0,0,0,-0.00022689,-1.5166e-16,-1.2045e-16,-2.8669e-16,4.9818e-17,-1.5845e-16,-1.6892,-1.6892,-1.6892,-2.0201e-31,-3.677e-34,1.1921e-31,-611.09,-261.96,-261.96,-4.4108e-10,7.666e-11,-2.4381e-10,-5,5,5,1.0e-8
-0.00045383,0,0,-0.00022674,3.3888e-16,-3.6554e-17,-2.4736e-16,-5.3295e-17,2.0583e-16,-1.3361,-1.3361,-1.3361,1.4918e-31,5.0042e-32,-7.8705e-32,-610.7,-261.79,-261.79,-3.8067e-10,-8.2011e-11,3.1677e-10,-3,5,3,1.0e-8
-0.00045383,0,0,-0.00022674,5.0067e-17,5.9847e-16,1.4698e-16,2.2526e-16,-1.5455e-17,-1.3361,-1.3361,-1.3361,-2.3841e-32,-6.24e-32,8.0903e-32,-610.7,-261.79,-261.79,2.2616e-10,3.4664e-10,-2.3708e-11,-3,5,5,1.0e-8
0,0,0,-0.00022689,4.401e-16,8.5989e-17,-3.2762e-17,-1.206e-17,1.0655e-16,-1.6892,-1.6892,-1.6892,4.5108e-32,-1.4782e-32,1.8063e-31,-611.09,-261.96,-261.96,-5.0414e-11,-1.8557e-11,1.6397e-10,-5,5,1,1.0e-8
-0.00045383,0,0,-0.00022674,-5.0169e-16,-1.6554e-16,-2.725e-16,-1.5661e-16,-1.2921e-16,-1.3361,-1.3361,-1.3361,2.3655e-32,-1.2681e-31,-2.2809e-32,-610.7,-261.79,-261.79,-4.1931e-10,-2.41e-10,-1.9884e-10,-3,5,1,1.0e-8
-0.00090707,0,0,-0.00022663,-2.9787e-16,-5.0777e-16,4.2295e-16,1.2752e-16,-1.6667e-16,-2.1782,-2.1782,-2.1782,7.1275e-31,2.0765e-34,-7.0418e-32,-610.41,-261.66,-261.66,6.5076e-10,1.9623e-10,-2.5656e-10,-1,-5,5,1.0e-8
-0.00090707,0,0,-0.00022663,-4.167e-16,-3.0113e-17,-3.2539e-16,2.7808e-16,9.0737e-17,-2.1782,-2.1782,-2.1782,1.8253e-31,8.0266e-32,-4.901e-32,-610.41,-261.66,-261.66,-5.008e-10,4.2792e-10,1.396e-10,-1,-5,3,1.0e-8
-0.00090707,-2.5475e-16,4.2035e-16,-0.00022663,6.2632e-17,-1.8245e-16,2.5048e-17,3.2071e-17,-1.5044e-16,-2.1782,-2.1782,-2.1782,1.7085e-31,-1.0223e-31,8.0762e-32,-610.41,-261.66,-261.66,3.8555e-11,4.9351e-11,-2.3145e-10,-1,-3,3,1.0e-8
-0.00090707,0,0,-0.00022663,-1.2364e-16,5.8087e-16,-1.2479e-16,1.5115e-16,4.4368e-16,-2.1782,-2.1782,-2.1782,-5.6114e-31,9.5447e-32,9.8914e-32,-610.41,-261.66,-261.66,-1.9204e-10,2.3259e-10,6.8267e-10,-1,-3,5,1.0e-8
-0.00090707,0,0,-0.00022663,-3.338e-16,-1.6182e-16,2.0505e-16,-1.3056e-16,6.6015e-17,-2.1782,-2.1782,-2.1782,-1.0748e-31,-2.5668e-32,-7.7583e-32,-610.41,-261.66,-261.66,3.1547e-10,-2.009e-10,1.0161e-10,-1,-5,1,1.0e-8
-0.00090707,-1.1032e-15,-2.9354e-16,-0.00022663,3.3529e-16,1.1678e-16,1.0637e-17,-1.0736e-16,-3.1237e-17,-2.1782,-2.1782,-2.1782,3.8801e-32,3.9598e-32,-3.332e-32,-610.41,-261.66,-261.66,1.6325e-11,-1.652e-10,-4.8097e-11,-1,-3,1,1.0e-8
-0.00090707,-2.0256e-16,-3.6427e-17,-0.00022663,2.0481e-16,-6.5488e-17,5.7667e-19,-1.4033e-16,1.646e-17,-2.1782,-2.1782,-2.1782,-2.0021e-31,3.7497e-32,-1.176e-31,-610.41,-261.66,-261.66,8.9823e-13,-2.1593e-10,2.5378e-11,-1,-1,3,1.0e-8
-0.00090707,0,0,-0.00022663,3.7648e-17,4.6081e-17,-4.2371e-17,1.427e-16,-2.2219e-16,-2.1782,-2.1782,-2.1782,2.8657e-31,-5.9762e-32,-2.1821e-31,-610.41,-261.66,-261.66,-6.5226e-11,2.1959e-10,-3.4192e-10,-1,-1,5,1.0e-8
-0.00090707,2.1117e-16,2.1815e-16,-0.00022663,-2.4718e-17,-5.2971e-17,1.1265e-16,-1.278e-17,1.3352e-16,-2.1782,-2.1782,-2.1782,-1.0355e-31,-3.5765e-32,9.425e-32,-610.41,-261.66,-261.66,1.7338e-10,-1.9666e-11,2.0546e-10,-1,-1,1,1.0e-8
-0.00090707,1.9775e-16,-2.4687e-16,-0.00022663,-9.4969e-17,-3.0431e-16,5.5245e-17,5.6772e-17,-3.8666e-17,-2.1782,-2.1782,-2.1782,2.7114e-31,-4.4612e-32,-4.1689e-32,-610.41,-261.66,-261.66,8.4902e-11,8.7361e-11,-5.9546e-11,-1,1,3,1.0e-8
-0.00090707,0,0,-0.00022663,1.493e-16,2.6441e-16,5.9651e-17,-1.3487e-16,1.0239e-16,-2.1782,-2.1782,-2.1782,-3.3646e-31,5.6791e-32,2.0241e-31,-610.41,-261.66,-261.66,9.1791e-11,-2.0754e-10,1.5758e-10,-1,1,5,1.0e-8
-0.00090707,1.5547e-16,3.4243e-16,-0.00022663,-4.1633e-17,-1.3456e-16,2.4997e-17,-5.1171e-17,-3.5706e-17,-2.1782,-2.1782,-2.1782,-2.3127e-31,6.6251e-32,-6.3959e-32,-610.41,-261.66,-261.66,3.8501e-11,-7.8742e-11,-5.4974e-11,-1,1,1,1.0e-8
-0.00090707,-3.7865e-16,6.5981e-18,-0.00022663,1.1022e-17,4.7211e-17,-5.9518e-17,8.5107e-17,4.6023e-17,-2.1782,-2.1782,-2.1782,-1.288e-31,-7.0625e-32,5.7825e-32,-610.41,-261.66,-261.66,-9.1524e-11,1.3096e-10,7.0826e-11,-1,3,3,1.0e-8
-0.00090707,0,0,-0.00022663,-7.075e-17,-9.9638e-19,5.2797e-17,1.6872e-17,2.0898e-16,-2.1782,-2.1782,-2.1782,5.9276e-32,-8.9266e-32,-4.9875e-32,-610.41,-261.66,-261.66,8.1308e-11,2.5963e-11,3.2156e-10,-1,3,5,1.0e-8
-0.00090707,1.5074e-16,-3.3961e-16,-0.00022663,8.1407e-17,-1.3338e-16,-1.0008e-16,-9.5066e-17,-1.0976e-16,-2.1782,-2.1782,-2.1782,1.7829e-31,-7.6891e-32,-5.5157e-32,-610.41,-261.66,-261.66,-1.5394e-10,-1.4629e-10,-1.6887e-10,-1,3,1,1.0e-8
-0.00090707,0,0,-0.00022663,1.1783e-16,4.0272e-17,7.3698e-17,6.9463e-17,-2.8987e-16,-2.1782,-2.1782,-2.1782,5.0176e-32,1.0257e-31,-4.5455e-32,-610.41,-261.66,-261.66,1.1346e-10,1.0689e-10,-4.4599e-10,-1,5,3,1.0e-8
-0.00090707,0,0,-0.00022663,4.421e-16,1.2118e-16,3.3012e-16,-6.4741e-18,6.0564e-17,-2.1782,-2.1782,-2.1782,-1.9717e-31,-1.4066e-31,7.2937e-32,-610.41,-261.66,-261.66,5.0794e-10,-9.9624e-12,9.3194e-11,-1,5,5,1.0e-8
-0.00090707,0,0,-0.00022663,1.7434e-16,1.5302e-16,1.3498e-16,1.8167e-16,2.6838e-16,-2.1782,-2.1782,-2.1782,7.7077e-32,2.8519e-31,-2.8651e-35,-610.41,-261.66,-261.66,2.0785e-10,2.7956e-10,4.1296e-10,-1,5,1,1.0e-8
-0.0013605,0,0,-0.00022691,1.1647e-16,-2.2311e-17,7.4978e-17,2.898e-17,-9.8123e-18,-2.2058,-2.2058,-2.2058,-3.5784e-31,-1.6549e-32,2.0337e-31,-611.14,-261.98,-261.98,1.1526e-10,4.4595e-11,-1.5027e-11,1,-5,5,1.0e-8
-0.0013605,0,0,-0.00022691,6.7938e-16,-5.3154e-17,2.7093e-16,2.3865e-17,2.0814e-16,-2.2058,-2.2058,-2.2058,-1.0073e-31,-1.2339e-31,-7.5092e-32,-611.14,-261.98,-261.98,4.1697e-10,3.6724e-11,3.2027e-10,1,-5,3,1.0e-8
-0.0013605,4.7082e-16,3.9453e-16,-0.00022691,1.1189e-16,-1.7248e-16,-1.1142e-16,-7.1065e-17,-1.1515e-16,-2.2058,-2.2058,-2.2058,-2.6751e-31,2.8169e-31,7.9504e-32,-611.14,-261.98,-261.98,-1.7148e-10,-1.0936e-10,-1.7719e-10,1,-3,3,1.0e-8
